Identificador do Imóvel;Classe do Edifício;Zoneamento;Frente do Lote;Área Total do Lote;Tipo de Rua;Tipo de Viela;Formato do Lote;Nivelamento do Terreno;Tipo de Utilidades;Configuração do Lote;Inclinação do Terreno;Bairro;Condição Principal;Condição Secundária;Tipo de Construção;Estilo da Casa;Qualidade Geral;Condição Geral;Ano de Construção;Ano da Última Reforma;Tipo de Telhado;Material do Telhado;Revestimento Externo 1;Revestimento Externo 2;Tipo de Alvenaria;Área de Alvenaria;Qualidade dos Materiais Externos;Condição dos Materiais Externos;Fundação;Qualidade do Porão;Condição do Porão;Exposição do Porão;Acabamento do Porão 1;Área Acabada do Porão 1;Acabamento do Porão 2;Área Acabada do Porão 2;Área Não Acabada do Porão;Área Total do Porão;Tipo de Aquecimento;Qualidade do Aquecimento;Ar-Condicionado Central;Sistema Elétrico;Área do Primeiro Andar;Área do Segundo Andar;Área de Baixa Qualidade;Área Útil Acima do Solo;Banheiros Completos no Porão;Lavabos no Porão;Banheiros Completos Acima do Solo;Lavabos Acima do Solo;Quartos Acima do Porão;Número de Cozinhas;Qualidade da Cozinha;Total de Cômodos Acima do Solo;Funcionalidade da Casa;Número de Lareiras;Qualidade da Lareira;Tipo de Garagem;Ano da Construção da Garagem;Acabamento Interno da Garagem;Capacidade da Garagem;Área da Garagem;Qualidade da Garagem;Condição da Garagem;Entrada Pavimentada;Área do Deck de Madeira;Área da Varanda Aberta;Área da Varanda Fechada;Área da Varanda de Três Estações;Área da Varanda Telada;Área da Piscina;Qualidade da Piscina;Tipo de Cerca;Característica Extra;Valor de Características Extras;Mês da Venda;Ano da Venda;Tipo de Venda;Condição da Venda;Preço de Venda
209;60;Residencial (Baixa Dens.);;14364;Pavimentada;Sem Acesso;Leve Irregular;Baixo;Todas Disponíveis;Interno;Moderada;SawyerW;Normal;Normal;Casa Individual;Sobrado;7;5;1988;1989;Duas Águas;Asfalto;Plywood;Plywood;Tijolo;128;Boa;Média;Blocos de Concreto;Boa;Média;Boa;Alto Acabamento;1065;Sem Acabamento;0;92;1157;Gás Forçado;Excelente;Sim;Disjuntor;1180;882;0;2062;1;0;2;1;3;1;Média;7;Típica;1;Boa;Anexada;1988;Acabado;2;454;Média;Média;Sim;60;55;0;0;154;0;;;;0;4;2007;Venda Direta;Normal;277000
210;20;Residencial (Baixa Dens.);75;8250;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;6;7;1964;1964;Quatro Águas;Asfalto;HdBoard;HdBoard;Pedra;260;Média;Média;Blocos de Concreto;Boa;Média;Nenhuma;Sala de Recreação;787;Sem Acabamento;0;305;1092;Gás Forçado;Excelente;Sim;Disjuntor;1092;0;0;1092;1;0;1;0;3;1;Média;6;Típica;0;;Anexada;1964;Rústico;2;504;Média;Boa;Sim;0;0;0;0;0;0;;Média Privativa;;0;7;2008;Venda Direta;Normal;145000
211;30;Residencial (Baixa Dens.);67;5604;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Edwards;Normal;Normal;Casa Individual;Térrea;5;6;1925;1950;Duas Águas;Asfalto;Stucco;Stucco;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Sala de Recreação;468;Sem Acabamento;0;396;864;Gás Forçado;Média;Não;Fusível Alto;864;0;0;864;1;0;1;0;2;1;Média;5;Típica;0;;;;;0;0;;;Sim;0;0;96;0;0;0;;;;0;4;2008;Venda Direta;Normal;98000
212;20;Residencial (Baixa Dens.);83;10420;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Esquina;Suave;Edwards;Normal;Normal;Casa Individual;Térrea;6;5;2009;2009;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Média;Média;Concreto;Boa;Média;Mínima;Alto Acabamento;36;Sem Acabamento;0;1176;1212;Gás Forçado;Excelente;Sim;Disjuntor;1212;0;0;1212;0;0;2;0;3;1;Boa;6;Típica;0;;Anexada;2009;Rústico;2;460;Média;Média;Sim;100;22;0;0;0;0;;;;0;3;2010;Venda Direta;Normal;186000
213;60;Vila Planejada;72;8640;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Somerst;Normal;Normal;Casa Individual;Sobrado;7;5;2009;2009;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Média;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;822;Sem Acabamento;0;78;900;Gás Forçado;Excelente;Sim;Disjuntor;932;920;0;1852;1;0;2;1;3;1;Boa;7;Típica;1;Média;Anexada;2009;Rústico;2;644;Média;Média;Sim;168;108;0;0;0;0;;;;0;7;2009;Nova;Parcial;252678
214;20;Residencial (Baixa Dens.);43;13568;Pavimentada;Sem Acesso;Moderadamente Irregular;Plano;Todas Disponíveis;Cul-de-sac;Suave;CollgCr;Normal;Normal;Casa Individual;Térrea;5;5;1995;1995;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Média;Média;Concreto;Boa;Média;Nenhuma;Bom Acabamento;716;Sem Acabamento;0;274;990;Gás Forçado;Excelente;Sim;Disjuntor;990;0;0;990;0;1;1;0;3;1;Média;5;Típica;0;;Anexada;1996;Sem Acabamento;2;576;Média;Média;Sim;224;0;0;0;0;0;;;;0;7;2006;Venda Direta;Normal;156000
215;60;Residencial (Baixa Dens.);;10900;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Frente Dupla;Suave;CollgCr;Normal;Normal;Casa Individual;Sobrado;6;7;1977;1977;Duas Águas;Asfalto;HdBoard;HdBoard;Tijolo;153;Média;Média;Blocos de Concreto;Boa;Média;Nenhuma;Alto Acabamento;378;Sem Acabamento;0;311;689;Gás Forçado;Excelente;Sim;Disjuntor;689;703;0;1392;0;0;1;1;3;1;Média;6;Típica;0;;Anexada;1977;Acabado;1;299;Média;Média;Sim;0;36;0;0;0;0;;Média Privativa;Galpão;450;3;2010;Venda Direta;Normal;161750
216;20;Residencial (Baixa Dens.);72;10011;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;5;6;1957;1996;Duas Águas;Asfalto;HdBoard;HdBoard;Tijolo;64;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Baixo Acabamento;360;Sem Acabamento;0;710;1070;Gás Forçado;Média;Sim;Disjuntor;1236;0;0;1236;0;1;1;0;2;1;Boa;6;Pequeno Ajuste;1;Fraca;Anexada;1957;Sem Acabamento;1;447;Média;Média;Sim;0;0;0;0;0;0;;Média Privativa;;0;5;2006;Venda Direta;Normal;134450
217;20;Residencial (Baixa Dens.);65;8450;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;CollgCr;Normal;Normal;Casa Individual;Térrea;7;5;2004;2004;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;266;Boa;Média;Concreto;Boa;Média;Mínima;Alto Acabamento;946;Sem Acabamento;0;490;1436;Gás Forçado;Excelente;Sim;Disjuntor;1436;0;0;1436;1;0;2;0;3;1;Boa;8;Típica;0;;Anexada;2004;Sem Acabamento;2;484;Média;Média;Sim;139;98;0;0;0;0;;;;0;4;2008;Venda Direta;Normal;210000
218;70;Residencial (Média Dens.);57;9906;Pavimentada;Cascalho;Regular;Plano;Todas Disponíveis;Interno;Suave;OldTown;Normal;Normal;Casa Individual;Sobrado;4;4;1925;1950;Duas Águas;Asfalto;MetalSd;MetalSd;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;686;686;Gás Forçado;Fraca;Não;Disjuntor;810;518;0;1328;0;0;1;0;3;1;Média;8;Típica;0;;Separada;1940;Sem Acabamento;1;210;Média;Média;Sim;0;172;60;0;0;0;;;;0;9;2006;Venda Direta;Venda entre Família;107000
219;50;Residencial (Baixa Dens.);;15660;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Esquina;Suave;Crawfor;Normal;Normal;Casa Individual;Mezanino Finalizado;7;9;1939;2006;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;312;Boa;Boa;Blocos de Concreto;Média;Média;Nenhuma;Baixo Acabamento;341;Sem Acabamento;0;457;798;Gás Forçado;Excelente;Sim;Disjuntor;1137;817;0;1954;0;1;1;1;3;1;Boa;8;Típica;2;Média;Anexada;1939;Sem Acabamento;2;431;Média;Média;Sim;0;119;150;0;0;0;;;;0;5;2008;Venda Direta;Normal;311500
220;120;Residencial (Baixa Dens.);43;3010;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Blmngtn;Normal;Normal;Geminada (Extremidade);Térrea;7;5;2005;2006;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;16;Boa;Média;Concreto;Boa;Média;Média;Alto Acabamento;16;Sem Acabamento;0;1232;1248;Gás Forçado;Excelente;Sim;Disjuntor;1248;0;0;1248;0;0;2;0;2;1;Boa;5;Típica;0;;Anexada;2005;Acabado;2;438;Média;Média;Sim;108;0;0;0;0;0;;;;0;3;2006;Nova;Parcial;167240
221;20;Residencial (Baixa Dens.);73;8990;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;CollgCr;Normal;Normal;Casa Individual;Térrea;7;5;2006;2006;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Boa;Média;Concreto;Boa;Média;Mínima;Sem Acabamento;0;Sem Acabamento;0;1498;1498;Gás Forçado;Excelente;Sim;Disjuntor;1498;0;0;1498;0;0;2;0;2;1;Boa;5;Típica;0;;Anexada;2006;Rústico;2;675;Média;Média;Sim;351;33;0;0;0;0;;;;0;4;2006;Nova;Parcial;204900
222;60;Residencial (Baixa Dens.);;8068;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;Gilbert;Normal;Normal;Casa Individual;Sobrado;6;5;2002;2002;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Boa;Média;Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;1010;1010;Gás Forçado;Excelente;Sim;Disjuntor;1010;1257;0;2267;0;0;2;1;4;1;Boa;8;Típica;1;Média;Embutida;2002;Rústico;2;390;Média;Média;Sim;120;46;0;0;0;0;;;;0;12;2009;Condições Especiais (Diversas);Normal;200000
223;60;Residencial (Baixa Dens.);85;11475;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NWAmes;Ferrovia (Próximo);Normal;Casa Individual;Sobrado;6;6;1975;1975;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Média;Média;Blocos de Concreto;Boa;Média;Nenhuma;Bom Acabamento;550;Sem Acabamento;0;163;713;Gás Forçado;Média;Sim;Disjuntor;811;741;0;1552;1;0;2;1;3;1;Média;6;Típica;1;Média;Anexada;1975;Rústico;2;434;Média;Média;Sim;209;208;0;0;0;0;;Média Privativa;;0;2;2006;Venda Direta;Normal;179900
224;20;Residencial (Baixa Dens.);70;10500;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Frente Dupla;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;4;6;1971;1971;Duas Águas;Asfalto;HdBoard;HdBoard;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Bom Acabamento;524;Baixo Acabamento;180;160;864;Gás Forçado;Boa;Sim;Disjuntor;864;0;0;864;0;0;1;0;2;1;Média;4;Típica;0;;Separada;1989;Sem Acabamento;2;576;Média;Média;Sim;216;0;0;0;0;0;;;;0;3;2009;Venda Direta;Anormal;97000
225;20;Residencial (Baixa Dens.);103;13472;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NridgHt;Normal;Normal;Casa Individual;Térrea;10;5;2003;2003;Quatro Águas;Asfalto;VinylSd;VinylSd;Tijolo;922;Excelente;Média;Concreto;Excelente;Média;Boa;Alto Acabamento;56;Sem Acabamento;0;2336;2392;Gás Forçado;Excelente;Sim;Disjuntor;2392;0;0;2392;0;0;2;0;3;1;Excelente;8;Típica;1;Excelente;Anexada;2003;Acabado;3;968;Média;Média;Sim;248;105;0;0;0;0;;;;0;6;2009;Venda Direta;Normal;386250
226;160;Residencial (Média Dens.);21;1680;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;BrDale;Normal;Normal;Geminada;Sobrado;5;5;1971;1971;Duas Águas;Asfalto;HdBoard;HdBoard;Tijolo;142;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;630;630;Gás Forçado;Média;Sim;Disjuntor;630;672;0;1302;0;0;2;1;3;1;Média;6;Típica;0;;Separada;1991;Sem Acabamento;1;280;Média;Média;Sim;0;0;0;0;0;0;;;;0;5;2009;Venda Judicial;Anormal;112000
227;60;Residencial (Baixa Dens.);82;9950;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;NoRidge;Normal;Normal;Casa Individual;Sobrado;7;5;1995;1995;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;290;Boa;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;565;Sem Acabamento;0;638;1203;Gás Forçado;Excelente;Sim;Disjuntor;1214;1306;0;2520;0;0;2;1;4;1;Boa;9;Típica;1;Média;Anexada;1995;Rústico;3;721;Média;Média;Sim;224;114;0;0;0;0;;;;0;6;2007;Venda Direta;Anormal;290000
228;160;Residencial (Média Dens.);21;1869;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;BrDale;Normal;Normal;Geminada;Sobrado;6;6;1970;1970;Duas Águas;Asfalto;HdBoard;HdBoard;Tijolo;127;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Sala de Recreação;321;Sem Acabamento;0;162;483;Gás Forçado;Média;Sim;Disjuntor;483;504;0;987;0;0;1;1;2;1;Média;5;Típica;0;;Separada;1987;Sem Acabamento;1;280;Média;Média;Sim;0;0;0;0;0;0;;;;0;9;2008;Venda Direta;Normal;106000
229;20;Residencial (Baixa Dens.);70;8521;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Frente Dupla;Suave;Sawyer;Próximo a Via Alimentadora;Normal;Casa Individual;Térrea;5;5;1967;1967;Duas Águas;Asfalto;HdBoard;HdBoard;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Bom Acabamento;842;Sem Acabamento;0;70;912;Gás Forçado;Média;Sim;Disjuntor;912;0;0;912;0;0;1;0;3;1;Média;5;Típica;1;Fraca;Separada;1974;Sem Acabamento;1;336;Média;Média;Sim;0;0;0;0;0;0;;Média Privativa;;0;5;2010;Venda Direta;Normal;125000
230;120;Residencial (Baixa Dens.);43;3182;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Blmngtn;Normal;Normal;Geminada (Extremidade);Térrea;7;5;2005;2006;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;16;Boa;Média;Concreto;Boa;Média;Média;Alto Acabamento;16;Sem Acabamento;0;1357;1373;Gás Forçado;Excelente;Sim;Disjuntor;1555;0;0;1555;0;0;2;0;2;1;Boa;7;Típica;1;Média;Anexada;2005;Acabado;2;430;Média;Média;Sim;143;20;0;0;0;0;;;;0;5;2009;Venda Direta;Normal;192500
231;20;Residencial (Baixa Dens.);73;8760;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;6;6;1959;1959;Quatro Águas;Asfalto;MetalSd;MetalSd;Tijolo;220;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;1194;1194;Gás Forçado;Média;Sim;Disjuntor;1194;0;0;1194;1;0;1;0;3;1;Média;6;Típica;0;;Anexada;1959;Rústico;1;312;Média;Média;Sim;0;0;120;0;0;0;;;;0;4;2010;Venda Direta;Normal;148000
232;60;Residencial (Baixa Dens.);174;15138;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;NoRidge;Normal;Normal;Casa Individual;Sobrado;8;5;1995;1996;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;506;Boa;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;689;Sem Acabamento;0;773;1462;Gás Forçado;Excelente;Sim;Disjuntor;1490;1304;0;2794;1;0;2;1;4;1;Excelente;9;Típica;1;Média;Anexada;1995;Acabado;3;810;Média;Média;Sim;0;146;202;0;0;0;;;;0;7;2009;Venda Direta;Normal;403000
233;160;Residencial (Média Dens.);21;1680;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;BrDale;Normal;Normal;Geminada;Sobrado;6;5;1972;1972;Duas Águas;Asfalto;HdBoard;HdBoard;Tijolo;297;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;483;483;Gás Forçado;Média;Sim;Disjuntor;483;504;0;987;0;0;1;1;2;1;Média;5;Típica;1;Pobre;Anexada;1972;Sem Acabamento;1;288;Média;Média;Sim;0;0;0;0;0;0;;;;0;6;2006;Venda Direta;Normal;94500
234;20;Residencial (Baixa Dens.);75;10650;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Esquina;Suave;CollgCr;Normal;Normal;Casa Individual;Térrea;5;6;1976;1976;Duas Águas;Asfalto;HdBoard;HdBoard;Nenhum;0;Média;Média;Blocos de Concreto;Média;Boa;Média;Baixo Acabamento;182;Bom Acabamento;712;0;894;Gás Forçado;Média;Sim;Disjuntor;894;0;0;894;1;0;1;0;3;1;Média;5;Típica;0;;Anexada;1976;Sem Acabamento;1;308;Média;Média;Sim;365;0;0;0;0;0;;Média Privativa;;0;2;2010;Venda Direta;Normal;128200
235;60;Residencial (Baixa Dens.);;7851;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Gilbert;Normal;Normal;Casa Individual;Sobrado;6;5;2002;2002;Duas Águas;Asfalto;VinylSd;VinylSd;;;Boa;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;625;Sem Acabamento;0;235;860;Gás Forçado;Excelente;Sim;Disjuntor;860;1100;0;1960;1;0;2;1;4;1;Boa;8;Típica;2;Média;Embutida;2002;Acabado;2;440;Média;Média;Sim;288;48;0;0;0;0;;;;0;5;2010;Venda Direta;Normal;216500
236;160;Residencial (Média Dens.);21;1680;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;BrDale;Normal;Normal;Geminada (Extremidade);Sobrado;6;3;1971;1971;Duas Águas;Asfalto;HdBoard;HdBoard;Tijolo;604;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Bom Acabamento;358;Sem Acabamento;0;125;483;Gás Forçado;Média;Sim;Disjuntor;483;504;0;987;0;0;1;1;2;1;Média;5;Típica;0;;Separada;1971;Sem Acabamento;1;264;Média;Média;Sim;0;0;0;0;0;0;;;;0;8;2008;Venda Direta;Normal;89500
237;20;Residencial (Baixa Dens.);65;8773;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Frente Dupla;Suave;CollgCr;Normal;Normal;Casa Individual;Térrea;7;5;2004;2004;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;98;Boa;Média;Concreto;Boa;Média;Média;Alto Acabamento;24;Sem Acabamento;0;1390;1414;Gás Forçado;Excelente;Sim;Disjuntor;1414;0;0;1414;0;0;2;0;3;1;Boa;6;Típica;0;;Anexada;2004;Rústico;2;494;Média;Média;Sim;132;105;0;0;0;0;;;;0;5;2010;Venda Direta;Normal;185500
238;60;Residencial (Baixa Dens.);;9453;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Cul-de-sac;Suave;SawyerW;Ferrovia (Próximo);Normal;Casa Individual;Sobrado;7;7;1993;2003;Duas Águas;Asfalto;HdBoard;HdBoard;Nenhum;0;Boa;Média;Concreto;Boa;Média;Nenhuma;Baixo Acabamento;402;Sem Acabamento;0;594;996;Gás Forçado;Excelente;Sim;Disjuntor;1014;730;0;1744;0;0;2;1;3;1;Boa;7;Típica;0;;Anexada;1993;Rústico;2;457;Média;Média;Sim;370;70;0;238;0;0;;;;0;2;2010;Venda Direta;Normal;194500
239;20;Residencial (Baixa Dens.);93;12030;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NridgHt;Normal;Normal;Casa Individual;Térrea;8;5;2007;2007;Quatro Águas;Asfalto;VinylSd;VinylSd;Tijolo;254;Excelente;Média;Concreto;Excelente;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;1694;1694;Gás Forçado;Excelente;Sim;Disjuntor;1694;0;0;1694;0;0;2;0;3;1;Boa;7;Típica;0;;Anexada;2007;Acabado;3;818;Média;Média;Sim;168;228;0;0;0;0;;;;0;12;2007;Nova;Parcial;318000
240;50;Residencial (Baixa Dens.);52;8741;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Edwards;Normal;Normal;Casa Individual;Mezanino Finalizado;6;4;1945;1950;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Média;Média;Blocos de Concreto;Média;Fraca;Nenhuma;Baixo Acabamento;94;Sem Acabamento;0;641;735;Gás Forçado;Média;Sim;Fusível Alto;798;689;0;1487;0;0;1;1;3;1;Média;7;Típica;1;Boa;Separada;1949;Sem Acabamento;1;220;Média;Média;Sim;0;140;0;0;0;0;;Média Privativa;;0;4;2010;Venda Direta;Normal;113000
241;20;Vila Planejada;75;9000;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;Somerst;Normal;Normal;Casa Individual;Térrea;8;5;2008;2008;Duas Águas;Asfalto;VinylSd;VinylSd;Pedra;36;Boa;Média;Concreto;Boa;Média;Média;Alto Acabamento;1078;Sem Acabamento;0;488;1566;Gás Forçado;Excelente;Sim;Disjuntor;1566;0;0;1566;1;0;2;0;3;1;Boa;7;Típica;0;;Anexada;2008;Rústico;2;750;Média;Média;Sim;144;168;0;0;0;0;;;;0;4;2010;Venda Direta;Normal;262500
242;30;Residencial (Média Dens.);40;3880;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;OldTown;Normal;Normal;Casa Individual;Térrea;5;9;1945;1997;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Média;Boa;Blocos de Concreto;Média;Média;Nenhuma;Bom Acabamento;329;Sem Acabamento;0;357;686;Gás Forçado;Boa;Sim;Disjuntor;866;0;0;866;0;0;1;0;2;1;Boa;4;Típica;0;;;;;0;0;;;Sim;58;42;0;0;0;0;;;;0;8;2007;Venda Direta;Normal;110500
243;50;Residencial (Média Dens.);63;5000;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Esquina;Suave;OldTown;Normal;Normal;Casa Individual;Mezanino Finalizado;5;4;1900;1950;Duas Águas;Asfalto;Wd Sdng;Wd Sdng;Nenhum;0;Média;Média;Tijolo;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;540;540;Gás Forçado;Boa;Não;Fusível Alto;889;551;0;1440;0;0;1;0;3;1;Média;6;Típica;0;;Anexada;1940;Sem Acabamento;1;352;Fraca;Média;Sim;0;0;77;0;0;0;;;;0;4;2006;Venda Direta;Normal;79000
244;160;Residencial (Baixa Dens.);75;10762;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Esquina;Suave;SawyerW;Normal;Normal;Geminada (Extremidade);Sobrado;6;6;1980;1980;Duas Águas;Asfalto;Plywood;Plywood;Nenhum;0;Média;Média;Blocos de Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;626;626;Gás Forçado;Média;Sim;Disjuntor;626;591;0;1217;0;0;1;1;3;1;Média;6;Típica;1;Média;Anexada;1980;Rústico;1;288;Média;Média;Sim;0;28;0;0;0;0;;;;0;4;2009;Venda Direta;Normal;120000
245;60;Residencial (Baixa Dens.);;8880;Pavimentada;Sem Acesso;Leve Irregular;Plano;Todas Disponíveis;Interno;Suave;SawyerW;Normal;Normal;Casa Individual;Sobrado;7;5;1994;2002;Duas Águas;Asfalto;VinylSd;VinylSd;Nenhum;0;Boa;Média;Concreto;Boa;Média;Nenhuma;Alto Acabamento;695;Sem Acabamento;0;253;948;Gás Forçado;Excelente;Sim;Disjuntor;1222;888;0;2110;1;0;2;1;3;1;Boa;8;Típica;2;Fraca;Anexada;1994;Rústico;2;463;Média;Média;Sim;0;130;0;0;0;0;;;;0;5;2010;Venda Direta;Normal;205000
246;20;Residencial (Baixa Dens.);80;10400;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NWAmes;Normal;Normal;Casa Individual;Térrea;7;5;1988;1988;Duas Águas;Asfalto;Wd Sdng;Wd Sdng;Tijolo;102;Média;Média;Blocos de Concreto;Boa;Média;Média;Alto Acabamento;929;Sem Acabamento;0;916;1845;Gás Forçado;Boa;Sim;Disjuntor;1872;0;0;1872;0;1;2;0;3;1;Média;6;Típica;1;Média;Anexada;1988;Acabado;2;604;Média;Média;Sim;197;39;0;0;0;0;;;;0;6;2006;Venda Direta;Normal;241500
247;190;Residencial (Média Dens.);69;9142;Pavimentada;Cascalho;Regular;Plano;Todas Disponíveis;Interno;Suave;OldTown;Normal;Normal;Casa para Duas Famílias;Sobrado;6;8;1910;1950;Duas Águas;Asfalto;AsbShng;AsbShng;Nenhum;0;Média;Razoável;Pedra;Fraca;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;1020;1020;Gás Forçado;Boa;Não;Fusível Pequeno;908;1020;0;1928;0;0;2;0;4;2;Fraca;9;Típica;0;;Separada;1910;Sem Acabamento;1;440;Pobre;Pobre;Sim;0;60;112;0;0;0;;;;0;4;2006;Venda Direta;Normal;137000
248;20;Residencial (Baixa Dens.);75;11310;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;NAmes;Normal;Normal;Casa Individual;Térrea;6;5;1954;1954;Quatro Águas;Asfalto;Wd Sdng;BrkFace;Nenhum;0;Média;Média;Blocos de Concreto;Média;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;1367;1367;Gás Forçado;Excelente;Sim;Disjuntor;1375;0;0;1375;0;0;1;0;2;1;Média;5;Típica;1;Média;Anexada;1954;Sem Acabamento;2;451;Média;Média;Sim;0;30;0;0;0;0;;;;0;6;2006;Venda Direta;Normal;140000
249;60;Residencial (Baixa Dens.);72;11317;Pavimentada;Sem Acesso;Regular;Plano;Todas Disponíveis;Interno;Suave;CollgCr;Normal;Normal;Casa Individual;Sobrado;7;5;2003;2003;Duas Águas;Asfalto;VinylSd;VinylSd;Tijolo;101;Boa;Média;Concreto;Boa;Média;Nenhuma;Sem Acabamento;0;Sem Acabamento;0;840;840;Gás Forçado;Excelente;Sim;Disjuntor;840;828;0;1668;0;0;2;1;3;1;Boa;8;Típica;0;;Anexada;2003;Rústico;2;500;Média;Média;Sim;144;68;0;0;0;0;;;;0;9;2007;Venda Direta;Normal;180000
